,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
16,2022-11-13,15:00,Serie A,Matchweek 15,Sun,Away,W,2,1,Hellas Verona,0.8,2.1,55.0,18000.0,Emmanuel Gyasi,3-5-2,Fabio Maresca,Match Report,,16.0,9.0,20.8,0.0,0,0,2021,Spezia
17,2023-01-04,14:30,Serie A,Matchweek 16,Wed,Home,D,2,2,Atalanta,1.5,2.1,36.0,7417.0,Emmanuel Gyasi,3-5-2,Antonio Giua,Match Report,,7.0,3.0,15.5,0.0,0,0,2021,Spezia
18,2023-01-08,15:00,Serie A,Matchweek 17,Sun,Home,D,0,0,Lecce,0.9,1.1,57.0,7300.0,Emmanuel Gyasi,3-5-2,Daniele Chiffi,Match Report,,10.0,2.0,14.6,0.0,0,0,2021,Spezia
19,2023-01-15,15:00,Serie A,Matchweek 18,Sun,Away,W,1,0,Torino,1.5,1.0,33.0,15113.0,Emmanuel Gyasi,3-5-2,Davide Ghersini,Match Report,,12.0,4.0,18.3,1.0,1,1,2021,Spezia
21,2023-01-22,18:00,Serie A,Matchweek 19,Sun,Home,L,0,2,Roma,0.2,2.0,52.0,9153.0,Emmanuel Gyasi,3-4-3,Simone Sozza,Match Report,,8.0,0.0,26.7,1.0,0,0,2021,Spezia
22,2023-01-27,18:30,Serie A,Matchweek 20,Fri,Away,L,0,2,Bologna,0.5,1.6,43.0,17213.0,Emmanuel Gyasi,3-4-1-2,Luca Massimi,Match Report,,6.0,4.0,20.8,0.0,0,0,2021,Spezia
23,2023-02-05,12:30,Serie A,Matchweek 21,Sun,Home,L,0,3,Napoli,0.4,1.9,31.0,8700.0,Daniele Verde,3-5-2,Marco Di Bello,Match Report,,9.0,3.0,21.4,0.0,0,0,2021,Spezia
24,2023-02-11,15:00,Serie A,Matchweek 22,Sat,Away,D,2,2,Empoli,1.5,1.6,36.0,7871.0,Emmanuel Gyasi,3-5-2,Antonio Giua,Match Report,,8.0,2.0,20.2,0.0,1,1,2021,Spezia
25,2023-02-19,18:00,Serie A,Matchweek 23,Sun,Home,L,0,2,Juventus,1.3,1.1,59.0,11767.0,Emmanuel Gyasi,4-2-3-1,Federico La Penna,Match Report,,18.0,7.0,18.0,0.0,0,0,2021,Spezia
26,2023-02-26,18:00,Serie A,Matchweek 24,Sun,Away,D,2,2,Udinese,2.5,2.5,51.0,20710.0,Emmanuel Gyasi,4-2-3-1,Matteo Marchetti,Match Report,,9.0,2.0,18.5,0.0,0,0,2021,Spezia
27,2023-03-05,12:30,Serie A,Matchweek 25,Sun,Home,D,0,0,Hellas Verona,1.2,1.2,69.0,10020.0,Emmanuel Gyasi,4-3-3,Daniele Doveri,Match Report,,20.0,4.0,18.4,0.0,0,0,2021,Spezia
28,2023-03-10,20:45,Serie A,Matchweek 26,Fri,Home,W,2,1,Inter,1.0,3.8,31.0,11767.0,Emmanuel Gyasi,3-5-2,Livio Marinelli,Match Report,,3.0,1.0,20.5,0.0,1,1,2021,Spezia
29,2023-03-17,18:30,Serie A,Matchweek 27,Fri,Away,L,0,1,Sassuolo,0.7,2.0,55.0,11152.0,Emmanuel Gyasi,4-2-3-1,Davide Ghersini,Match Report,,11.0,1.0,18.7,0.0,0,0,2021,Spezia
30,2023-04-02,15:00,Serie A,Matchweek 28,Sun,Home,D,1,1,Salernitana,2.0,1.1,51.0,10723.0,Emmanuel Gyasi,4-3-3,Daniele Orsato,Match Report,,15.0,4.0,18.2,1.0,0,0,2021,Spezia
31,2023-04-08,14:30,Serie A,Matchweek 29,Sat,Away,D,1,1,Fiorentina,0.7,1.0,34.0,35863.0,Emmanuel Gyasi,4-3-3,Federico Dionisi,Match Report,,4.0,3.0,19.5,0.0,0,0,2021,Spezia
32,2023-04-14,20:45,Serie A,Matchweek 30,Fri,Home,L,0,3,Lazio,0.7,2.8,53.0,9500.0,Emmanuel Gyasi,4-3-3,Massimiliano Irrati,Match Report,,6.0,2.0,16.2,0.0,0,0,2021,Spezia
33,2023-04-22,20:45,Serie A,Matchweek 31,Sat,Away,D,1,1,Sampdoria,2.5,1.4,55.0,19181.0,Emmanuel Gyasi,4-3-3,Fabio Maresca,Match Report,,19.0,7.0,15.5,2.0,0,0,2021,Spezia
34,2023-04-28,20:45,Serie A,Matchweek 32,Fri,Home,L,0,2,Monza,1.7,0.9,46.0,9200.0,Emmanuel Gyasi,4-3-3,Antonio Rapuano,Match Report,,12.0,4.0,16.1,1.0,0,0,2021,Spezia
35,2023-05-03,18:00,Serie A,Matchweek 33,Wed,Away,L,2,3,Atalanta,1.0,0.8,44.0,17417.0,Emmanuel Gyasi,4-3-3,Livio Marinelli,Match Report,,9.0,4.0,18.4,0.0,0,0,2021,Spezia
36,2023-05-06,20:45,Serie A,Matchweek 34,Sat,Away,L,0,2,Cremonese,1.3,0.9,70.0,10260.0,Emmanuel Gyasi,4-3-3,Marco Guida,Match Report,,18.0,8.0,17.6,2.0,0,0,2021,Spezia
37,2023-05-13,18:00,Serie A,Matchweek 35,Sat,Home,W,2,0,Milan,1.8,1.0,41.0,11366.0,Emmanuel Gyasi,3-5-2,Daniele Doveri,Match Report,,14.0,4.0,15.0,1.0,0,0,2021,Spezia
38,2023-05-21,12:30,Serie A,Matchweek 36,Sun,Away,D,0,0,Lecce,0.8,0.3,60.0,26022.0,Emmanuel Gyasi,3-5-2,Maurizio Mariani,Match Report,,14.0,0.0,22.3,3.0,0,0,2021,Spezia
39,2023-05-27,15:00,Serie A,Matchweek 37,Sat,Home,L,0,4,Torino,0.9,1.0,51.0,10776.0,Emmanuel Gyasi,3-5-2,Marco Guida,Match Report,,9.0,1.0,20.9,2.0,0,0,2021,Spezia
40,2023-06-04,21:00,Serie A,Matchweek 38,Sun,Away,L,1,2,Roma,1.0,2.2,32.0,62242.0,Emmanuel Gyasi,3-5-2,Fabio Maresca,Match Report,,8.0,2.0,22.6,1.0,0,0,2021,Spezia
41,2023-06-11,20:45,Serie A,Relegation tie-breaker,Sun,Home,L,1,3,Hellas Verona,1.9,0.8,68.0,,Dimitris Nikolaou,3-5-2,Daniele Orsato,Match Report,,16.0,8.0,18.0,1.0,0,1,2021,Spezia
1,2022-08-15,18:30,Serie A,Matchweek 1,Mon,Home,L,2,5,Napoli,1.1,2.4,34.0,16967.0,Davide Faraoni,3-5-2,Michael Fabbri,Match Report,,6.0,3.0,11.5,0.0,0,0,2021,Hellas Verona
2,2022-08-21,20:45,Serie A,Matchweek 2,Sun,Away,D,1,1,Bologna,1.9,0.8,48.0,17725.0,Davide Faraoni,3-5-2,Matteo Marcenaro,Match Report,,19.0,3.0,17.2,0.0,0,0,2021,Hellas Verona
3,2022-08-28,18:30,Serie A,Matchweek 3,Sun,Home,L,0,1,Atalanta,0.5,0.8,49.0,16106.0,Miguel Veloso,3-5-2,Alessandro Prontera,Match Report,,14.0,2.0,25.7,0.0,0,0,2021,Hellas Verona
4,2022-08-31,18:30,Serie A,Matchweek 4,Wed,Away,D,1,1,Empoli,0.6,1.1,48.0,7269.0,Davide Faraoni,3-5-2,Marco Serra,Match Report,,9.0,3.0,14.6,0.0,0,0,2021,Hellas Verona
5,2022-09-04,18:00,Serie A,Matchweek 5,Sun,Home,W,2,1,Sampdoria,2.5,0.8,49.0,16675.0,Miguel Veloso,3-5-2,Paolo Valeri,Match Report,,17.0,9.0,16.3,0.0,0,0,2021,Hellas Verona
6,2022-09-11,18:00,Serie A,Matchweek 6,Sun,Away,L,0,2,Lazio,0.3,1.1,41.0,38000.0,Miguel Veloso,3-4-1-2,Massimiliano Irrati,Match Report,,7.0,1.0,19.7,0.0,0,0,2021,Hellas Verona
7,2022-09-18,15:00,Serie A,Matchweek 7,Sun,Away,L,0,2,Fiorentina,0.6,2.4,56.0,32216.0,Darko Lazović,3-4-1-2,Antonio Rapuano,Match Report,,8.0,1.0,17.7,0.0,0,0,2021,Hellas Verona
8,2022-10-03,20:45,Serie A,Matchweek 8,Mon,Home,L,1,2,Udinese,0.3,1.8,32.0,15352.0,Miguel Veloso,3-4-1-2,Daniele Minelli,Match Report,,7.0,2.0,19.2,0.0,0,0,2021,Hellas Verona
9,2022-10-09,15:00,Serie A,Matchweek 9,Sun,Away,L,1,2,Salernitana,0.9,1.1,60.0,15922.0,Miguel Veloso,3-4-3,Davide Ghersini,Match Report,,12.0,2.0,21.7,0.0,0,0,2021,Hellas Verona
10,2022-10-16,20:45,Serie A,Matchweek 10,Sun,Home,L,1,2,Milan,2.1,1.9,46.0,22904.0,Miguel Veloso,3-4-3,Davide Massa,Match Report,,19.0,4.0,14.8,0.0,0,0,2021,Hellas Verona
11,2022-10-24,20:45,Serie A,Matchweek 11,Mon,Away,L,1,2,Sassuolo,1.4,1.5,49.0,11368.0,Miguel Veloso,3-4-1-2,Alberto Santoro,Match Report,,13.0,5.0,16.0,1.0,0,0,2021,Hellas Verona
12,2022-10-31,18:30,Serie A,Matchweek 12,Mon,Home,L,1,3,Roma,0.3,3.1,33.0,24000.0,Miguel Veloso,3-4-3,Juan Sacchi,Match Report,,7.0,3.0,24.1,0.0,0,0,2021,Hellas Verona
13,2022-11-06,15:00,Serie A,Matchweek 13,Sun,Away,L,0,2,Monza,0.4,1.3,26.0,11723.0,Miguel Veloso,3-4-3,Francesco Cosso,Match Report,,7.0,2.0,24.7,1.0,0,0,2021,Hellas Verona
14,2022-11-10,18:30,Serie A,Matchweek 14,Thu,Home,L,0,1,Juventus,1.2,1.1,44.0,21934.0,Paweł Dawidowicz,3-4-3,Marco Di Bello,Match Report,,15.0,2.0,21.4,1.0,0,0,2021,Hellas Verona
15,2022-11-13,15:00,Serie A,Matchweek 15,Sun,Home,L,1,2,Spezia,2.1,0.8,45.0,18000.0,Miguel Veloso,3-4-3,Fabio Maresca,Match Report,,18.0,5.0,16.2,1.0,0,0,2021,Hellas Verona
16,2023-01-04,14:30,Serie A,Matchweek 16,Wed,Away,D,1,1,Torino,0.9,0.4,33.0,15000.0,Darko Lazović,3-4-3,Federico Dionisi,Match Report,,10.0,2.0,15.7,0.0,0,0,2021,Hellas Verona
17,2023-01-09,18:30,Serie A,Matchweek 17,Mon,Home,W,2,0,Cremonese,1.5,0.8,47.0,3804.0,Darko Lazović,3-4-3,Maurizio Mariani,Match Report,,9.0,4.0,15.7,1.0,0,0,2021,Hellas Verona
18,2023-01-14,20:45,Serie A,Matchweek 18,Sat,Away,L,0,1,Inter,0.3,0.7,43.0,70734.0,Darko Lazović,3-4-3,Michael Fabbri,Match Report,,6.0,1.0,19.3,0.0,0,0,2021,Hellas Verona
19,2023-01-21,15:00,Serie A,Matchweek 19,Sat,Home,W,2,0,Lecce,0.5,0.8,42.0,19955.0,Darko Lazović,3-4-3,Federico La Penna,Match Report,,11.0,4.0,24.3,0.0,0,0,2021,Hellas Verona
20,2023-01-30,20:45,Serie A,Matchweek 20,Mon,Away,D,1,1,Udinese,0.8,1.8,45.0,17276.0,Darko Lazović,3-4-3,Luca Pairetto,Match Report,,10.0,2.0,19.1,0.0,0,0,2021,Hellas Verona
21,2023-02-06,18:30,Serie A,Matchweek 21,Mon,Home,D,1,1,Lazio,1.2,0.9,36.0,20329.0,Darko Lazović,3-4-1-2,Giovanni Ayroldi,Match Report,,15.0,4.0,16.7,0.0,0,0,2021,Hellas Verona
22,2023-02-13,18:30,Serie A,Matchweek 22,Mon,Home,W,1,0,Salernitana,1.2,0.9,37.0,17832.0,Darko Lazović,3-4-3,Paolo Valeri,Match Report,,14.0,4.0,21.4,0.0,0,0,2021,Hellas Verona
23,2023-02-19,20:45,Serie A,Matchweek 23,Sun,Away,L,0,1,Roma,0.4,0.8,53.0,61009.0,Darko Lazović,3-4-3,Simone Sozza,Match Report,,8.0,1.0,19.3,0.0,0,0,2021,Hellas Verona
24,2023-02-27,18:30,Serie A,Matchweek 24,Mon,Home,L,0,3,Fiorentina,1.2,1.4,47.0,17787.0,Davide Faraoni,3-4-1-2,Federico La Penna,Match Report,,12.0,3.0,16.3,0.0,0,0,2021,Hellas Verona
25,2023-03-05,12:30,Serie A,Matchweek 25,Sun,Away,D,0,0,Spezia,1.2,1.2,31.0,10020.0,Davide Faraoni,3-4-1-2,Daniele Doveri,Match Report,,11.0,3.0,14.8,0.0,0,0,2021,Hellas Verona
26,2023-03-12,15:00,Serie A,Matchweek 26,Sun,Home,D,1,1,Monza,0.6,1.1,39.0,18061.0,Davide Faraoni,3-4-3,Marco Piccinini,Match Report,,8.0,3.0,16.2,0.0,0,0,2021,Hellas Verona
27,2023-03-19,12:30,Serie A,Matchweek 27,Sun,Away,L,1,3,Sampdoria,1.3,1.2,56.0,18228.0,Darko Lazović,3-4-3,Maurizio Mariani,Match Report,,16.0,5.0,17.0,2.0,0,0,2021,Hellas Verona
28,2023-04-01,20:45,Serie A,Matchweek 28,Sat,Away,L,0,1,Juventus,0.6,1.8,44.0,40105.0,Miguel Veloso,3-4-1-2,Matteo Marchetti,Match Report,,10.0,3.0,25.0,2.0,0,0,2021,Hellas Verona
29,2023-04-08,18:30,Serie A,Matchweek 29,Sat,Home,W,2,1,Sassuolo,0.5,1.8,40.0,23660.0,Miguel Veloso,3-5-2,Francesco Fourneau,Match Report,,11.0,2.0,23.4,1.0,0,0,2021,Hellas Verona
30,2023-04-15,18:00,Serie A,Matchweek 30,Sat,Away,D,0,0,Napoli,0.4,0.4,21.0,39216.0,Davide Faraoni,3-4-1-2,Federico La Penna,Match Report,,5.0,2.0,25.8,1.0,0,0,2021,Hellas Verona
31,2023-04-21,20:45,Serie A,Matchweek 31,Fri,Home,W,2,1,Bologna,1.4,1.3,27.0,21031.0,Davide Faraoni,4-2-3-1,Maurizio Mariani,Match Report,,8.0,4.0,20.3,1.0,1,1,2021,Hellas Verona
32,2023-04-30,15:00,Serie A,Matchweek 32,Sun,Away,D,1,1,Cremonese,1.1,0.7,49.0,11645.0,Darko Lazović,4-2-3-1,Daniele Doveri,Match Report,,14.0,6.0,13.9,0.0,0,0,2021,Hellas Verona
33,2023-05-03,21:00,Serie A,Matchweek 33,Wed,Home,L,0,6,Inter,0.5,2.4,26.0,19409.0,Davide Faraoni,4-4-1-1,Daniele Orsato,Match Report,,7.0,2.0,15.2,0.0,0,0,2021,Hellas Verona
34,2023-05-07,20:45,Serie A,Matchweek 34,Sun,Away,W,1,0,Lecce,0.8,0.8,47.0,24768.0,Davide Faraoni,3-5-1-1,Davide Massa,Match Report,,9.0,3.0,16.3,0.0,0,0,2021,Hellas Verona
35,2023-05-14,12:30,Serie A,Matchweek 35,Sun,Home,L,0,1,Torino,0.5,1.8,42.0,19658.0,Davide Faraoni,3-4-3,Marco Di Bello,Match Report,,14.0,4.0,24.2,0.0,0,0,2021,Hellas Verona
36,2023-05-20,18:00,Serie A,Matchweek 36,Sat,Away,L,1,3,Atalanta,0.9,1.4,40.0,9297.0,Darko Lazović,3-4-3,Simone Sozza,Match Report,,10.0,2.0,20.9,1.0,0,0,2021,Hellas Verona
37,2023-05-28,12:30,Serie A,Matchweek 37,Sun,Home,D,1,1,Empoli,1.0,1.2,38.0,22831.0,Miguel Veloso,3-5-2,Daniele Chiffi,Match Report,,13.0,4.0,15.6,0.0,0,0,2021,Hellas Verona
38,2023-06-04,21:00,Serie A,Matchweek 38,Sun,Away,L,1,3,Milan,0.8,2.4,23.0,72102.0,Miguel Veloso,3-5-2,Paolo Valeri,Match Report,,6.0,1.0,19.2,0.0,0,0,2021,Hellas Verona
39,2023-06-11,20:45,Serie A,Relegation tie-breaker,Sun,Away,W,3,1,Spezia,0.8,1.9,32.0,,Davide Faraoni,3-4-3,Daniele Orsato,Match Report,,9.0,5.0,16.8,0.0,0,0,2021,Hellas Verona
1,2022-08-14,18:30,Serie A,Matchweek 1,Sun,Away,L,2,3,Fiorentina,1.3,2.0,26.0,34461.0,Matteo Bianchetti,3-4-1-2,Juan Sacchi,Match Report,,13.0,4.0,17.3,2.0,0,0,2021,Cremonese
2,2022-08-22,18:30,Serie A,Matchweek 2,Mon,Away,L,0,1,Roma,0.7,2.7,51.0,60859.0,Vlad Chiricheș,3-4-1-2,Luca Massimi,Match Report,,14.0,3.0,24.8,1.0,0,0,2021,Cremonese
3,2022-08-27,18:30,Serie A,Matchweek 3,Sat,Home,L,1,2,Torino,0.8,1.7,53.0,11572.0,Matteo Bianchetti,3-4-1-2,Paolo Valeri,Match Report,,16.0,6.0,17.0,1.0,0,0,2021,Cremonese
4,2022-08-30,20:45,Serie A,Matchweek 4,Tue,Away,L,1,3,Inter,1.2,2.2,47.0,70750.0,Matteo Bianchetti,3-4-1-2,Francesco Fourneau,Match Report,,11.0,4.0,15.4,0.0,0,0,2021,Cremonese
5,2022-09-04,12:30,Serie A,Matchweek 5,Sun,Home,D,0,0,Sassuolo,0.4,1.5,46.0,9105.0,Vlad Chiricheș,3-4-1-2,Luca Pairetto,Match Report,,10.0,0.0,20.6,1.0,0,0,2021,Cremonese
6,2022-09-11,12:30,Serie A,Matchweek 6,Sun,Away,D,1,1,Atalanta,0.6,0.7,42.0,18252.0,Vlad Chiricheș,3-4-3,Andrea Colombo,Match Report,,7.0,4.0,18.2,0.0,0,0,2021,Cremonese
7,2022-09-18,15:00,Serie A,Matchweek 7,Sun,Home,L,0,4,Lazio,1.3,3.1,45.0,12991.0,Vlad Chiricheș,3-4-1-2,Daniele Orsato,Match Report,,18.0,3.0,18.2,0.0,0,0,2021,Cremonese
8,2022-10-02,15:00,Serie A,Matchweek 8,Sun,Away,D,1,1,Lecce,1.6,1.0,46.0,23377.0,Daniel Ciofani,4-2-3-1,Livio Marinelli,Match Report,,12.0,3.0,17.6,0.0,1,1,2021,Cremonese
9,2022-10-09,18:00,Serie A,Matchweek 9,Sun,Home,L,1,4,Napoli,0.8,4.1,31.0,14238.0,Matteo Bianchetti,4-2-3-1,Rosario Abisso,Match Report,,12.0,1.0,20.3,0.0,0,0,2021,Cremonese
10,2022-10-16,15:00,Serie A,Matchweek 10,Sun,Away,D,2,2,Spezia,2.1,1.5,46.0,8400.0,Matteo Bianchetti,4-2-3-1,Gianluca Manganiello,Match Report,,24.0,4.0,18.1,1.0,0,0,2021,Cremonese
12,2022-10-24,18:30,Serie A,Matchweek 11,Mon,Home,L,0,1,Sampdoria,2.0,1.3,52.0,13021.0,Matteo Bianchetti,3-5-2,Fabio Maresca,Match Report,,20.0,3.0,20.0,2.0,0,1,2021,Cremonese
13,2022-10-30,15:00,Serie A,Matchweek 12,Sun,Home,D,0,0,Udinese,0.7,1.0,42.0,12810.0,Matteo Bianchetti,3-4-1-2,Massimiliano Irrati,Match Report,,13.0,2.0,16.7,1.0,0,0,2021,Cremonese
14,2022-11-05,15:00,Serie A,Matchweek 13,Sat,Away,D,2,2,Salernitana,1.7,1.3,49.0,16780.0,Cristian Buonaiuto,3-4-1-2,Matteo Marchetti,Match Report,,11.0,4.0,17.9,0.0,0,1,2021,Cremonese
15,2022-11-08,20:45,Serie A,Matchweek 14,Tue,Home,D,0,0,Milan,0.3,1.0,29.0,14610.0,Daniel Ciofani,3-5-2,Antonio Rapuano,Match Report,,6.0,1.0,20.9,0.0,0,0,2021,Cremonese
16,2022-11-11,20:45,Serie A,Matchweek 15,Fri,Away,L,0,2,Empoli,1.3,2.2,51.0,8077.0,Cristian Buonaiuto,3-5-2,Federico Dionisi,Match Report,,20.0,5.0,14.1,0.0,0,0,2021,Cremonese
17,2023-01-04,18:30,Serie A,Matchweek 16,Wed,Home,L,0,1,Juventus,0.9,1.6,45.0,14896.0,Matteo Bianchetti,3-4-1-2,Giovanni Ayroldi,Match Report,,13.0,3.0,18.4,1.0,0,0,2021,Cremonese
18,2023-01-09,18:30,Serie A,Matchweek 17,Mon,Away,L,0,2,Hellas Verona,0.8,1.5,53.0,3804.0,Matteo Bianchetti,4-2-3-1,Maurizio Mariani,Match Report,,14.0,5.0,21.3,0.0,0,0,2021,Cremonese
19,2023-01-14,15:00,Serie A,Matchweek 18,Sat,Home,L,2,3,Monza,0.7,2.2,50.0,11519.0,Matteo Bianchetti,3-4-3,Davide Massa,Match Report,,11.0,7.0,17.0,0.0,0,0,2021,Cremonese
21,2023-01-23,18:30,Serie A,Matchweek 19,Mon,Away,D,1,1,Bologna,1.7,1.1,32.0,15587.0,Daniel Ciofani,3-5-2,Matteo Marchetti,Match Report,,8.0,1.0,18.0,0.0,1,1,2021,Cremonese
22,2023-01-28,18:00,Serie A,Matchweek 20,Sat,Home,L,1,2,Inter,1.0,2.3,35.0,14554.0,Daniel Ciofani,3-5-2,Maurizio Mariani,Match Report,,12.0,3.0,17.1,0.0,0,0,2021,Cremonese
24,2023-02-04,15:00,Serie A,Matchweek 21,Sat,Home,L,0,2,Lecce,0.6,1.5,58.0,11189.0,Daniel Ciofani,3-5-2,Daniele Orsato,Match Report,,12.0,3.0,20.4,0.0,0,0,2021,Cremonese
25,2023-02-12,20:45,Serie A,Matchweek 22,Sun,Away,L,0,3,Napoli,0.2,1.8,35.0,50250.0,Vlad Chiricheș,3-5-2,Luca Massimi,Match Report,,6.0,1.0,25.2,0.0,0,0,2021,Cremonese
26,2023-02-20,20:45,Serie A,Matchweek 23,Mon,Away,D,2,2,Torino,0.6,2.4,37.0,19095.0,Matteo Bianchetti,3-5-2,Giacomo Camplone,Match Report,,11.0,2.0,20.6,0.0,0,0,2021,Cremonese
27,2023-02-28,18:30,Serie A,Matchweek 24,Tue,Home,W,2,1,Roma,1.0,1.2,34.0,11367.0,Matteo Bianchetti,3-4-3,Marco Piccinini,Match Report,,5.0,1.0,24.2,0.0,1,1,2021,Cremonese
28,2023-03-06,18:30,Serie A,Matchweek 25,Mon,Away,L,2,3,Sassuolo,1.2,1.0,46.0,11587.0,Matteo Bianchetti,3-4-3,Francesco Fourneau,Match Report,,13.0,5.0,13.9,0.0,0,0,2021,Cremonese
29,2023-03-12,15:00,Serie A,Matchweek 26,Sun,Home,L,0,2,Fiorentina,1.8,1.7,47.0,11506.0,Matteo Bianchetti,5-3-2,Matteo Marcenaro,Match Report,,16.0,5.0,16.6,0.0,0,0,2021,Cremonese
30,2023-03-18,15:00,Serie A,Matchweek 27,Sat,Away,D,1,1,Monza,0.7,2.0,35.0,12797.0,Matteo Bianchetti,3-5-2,Antonio Giua,Match Report,,8.0,2.0,17.7,0.0,0,0,2021,Cremonese
31,2023-04-01,15:00,Serie A,Matchweek 28,Sat,Home,L,1,3,Atalanta,1.5,2.9,42.0,11891.0,Daniel Ciofani,3-5-2,Livio Marinelli,Match Report,,14.0,3.0,21.8,1.0,1,1,2021,Cremonese
33,2023-04-08,16:30,Serie A,Matchweek 29,Sat,Away,W,3,2,Sampdoria,1.3,2.1,51.0,20421.0,Matteo Bianchetti,3-4-1-2,Daniele Doveri,Match Report,,17.0,4.0,15.9,1.0,0,0,2021,Cremonese
34,2023-04-14,18:30,Serie A,Matchweek 30,Fri,Home,W,1,0,Empoli,1.2,1.2,32.0,8966.0,Michele Castagnetti,4-3-1-2,Luca Zufferli,Match Report,,14.0,5.0,18.5,0.0,0,0,2021,Cremonese
35,2023-04-23,15:00,Serie A,Matchweek 31,Sun,Away,L,0,3,Udinese,0.9,1.6,52.0,23455.0,Matteo Bianchetti,4-3-1-2,Francesco Fourneau,Match Report,,12.0,2.0,15.7,0.0,0,0,2021,Cremonese
37,2023-04-30,15:00,Serie A,Matchweek 32,Sun,Home,D,1,1,Hellas Verona,0.7,1.1,51.0,11645.0,Daniel Ciofani,4-3-1-2,Daniele Doveri,Match Report,,12.0,5.0,19.9,0.0,0,0,2021,Cremonese
38,2023-05-03,21:00,Serie A,Matchweek 33,Wed,Away,D,1,1,Milan,1.2,1.6,27.0,68136.0,Cristian Buonaiuto,4-2-3-1,Luca Pairetto,Match Report,,6.0,2.0,19.7,0.0,0,0,2021,Cremonese
39,2023-05-06,20:45,Serie A,Matchweek 34,Sat,Home,W,2,0,Spezia,0.9,1.3,30.0,10260.0,Daniel Ciofani,4-2-3-1,Marco Guida,Match Report,,9.0,4.0,18.0,0.0,0,0,2021,Cremonese
40,2023-05-14,20:45,Serie A,Matchweek 35,Sun,Away,L,0,2,Juventus,0.1,1.6,31.0,39439.0,Vlad Chiricheș,5-4-1,Daniele Chiffi,Match Report,,3.0,2.0,29.1,0.0,0,0,2021,Cremonese
41,2023-05-20,15:00,Serie A,Matchweek 36,Sat,Home,L,1,5,Bologna,1.3,2.6,37.0,11140.0,Michele Castagnetti,4-2-3-1,Paolo Valeri,Match Report,,13.0,2.0,15.4,1.0,0,0,2021,Cremonese
42,2023-05-28,18:00,Serie A,Matchweek 37,Sun,Away,L,2,3,Lazio,0.6,1.9,42.0,64171.0,Daniel Ciofani,5-3-2,Antonio Giua,Match Report,,11.0,5.0,21.0,1.0,0,0,2021,Cremonese
43,2023-06-03,21:00,Serie A,Matchweek 38,Sat,Home,W,2,0,Salernitana,1.4,0.7,42.0,10308.0,Daniel Ciofani,3-5-2,Daniele Perenzoni,Match Report,,11.0,3.0,20.9,1.0,1,1,2021,Cremonese
1,2022-08-13,18:30,Serie A,Matchweek 1,Sat,Home,L,0,2,Atalanta,1.0,2.2,55.0,20047.0,Bartosz Bereszyński,4-1-4-1,Federico Dionisi,Match Report,,11.0,1.0,20.7,2.0,0,0,2021,Sampdoria
2,2022-08-22,20:45,Serie A,Matchweek 2,Mon,Home,D,0,0,Juventus,0.9,0.8,48.0,27573.0,Bartosz Bereszyński,4-1-4-1,Rosario Abisso,Match Report,,9.0,1.0,20.2,2.0,0,0,2021,Sampdoria
3,2022-08-28,18:30,Serie A,Matchweek 3,Sun,Away,L,0,4,Salernitana,1.8,1.7,55.0,19116.0,Omar Colley,4-1-4-1,Davide Massa,Match Report,,17.0,6.0,12.8,0.0,0,0,2021,Sampdoria
4,2022-08-31,18:30,Serie A,Matchweek 4,Wed,Home,D,1,1,Lazio,0.8,1.5,44.0,18499.0,Fabio Quagliarella,4-1-4-1,Gianluca Aureliano,Match Report,,10.0,3.0,18.9,0.0,0,0,2021,Sampdoria
5,2022-09-04,18:00,Serie A,Matchweek 5,Sun,Away,L,1,2,Hellas Verona,0.8,2.5,51.0,16675.0,Fabio Quagliarella,4-3-1-2,Paolo Valeri,Match Report,,11.0,3.0,17.9,0.0,0,0,2021,Sampdoria
6,2022-09-10,20:45,Serie A,Matchweek 6,Sat,Home,L,1,2,Milan,0.7,1.7,57.0,23049.0,Bartosz Bereszyński,4-1-4-1,Michael Fabbri,Match Report,,10.0,4.0,14.3,0.0,0,0,2021,Sampdoria
7,2022-09-17,18:00,Serie A,Matchweek 7,Sat,Away,L,1,2,Spezia,0.9,0.7,48.0,10000.0,Bartosz Bereszyński,4-1-4-1,Simone Sozza,Match Report,,11.0,8.0,22.0,1.0,0,0,2021,Sampdoria
8,2022-10-02,15:00,Serie A,Matchweek 8,Sun,Home,L,0,3,Monza,0.1,1.4,50.0,19806.0,Bartosz Bereszyński,4-1-4-1,Giovanni Ayroldi,Match Report,,3.0,1.0,26.3,0.0,0,0,2021,Sampdoria
9,2022-10-08,20:45,Serie A,Matchweek 9,Sat,Away,D,1,1,Bologna,0.6,0.8,49.0,20871.0,Bartosz Bereszyński,4-1-4-1,Marco Piccinini,Match Report,,9.0,3.0,21.0,0.0,0,0,2021,Sampdoria
10,2022-10-17,18:30,Serie A,Matchweek 10,Mon,Home,L,0,1,Roma,0.2,1.8,59.0,20803.0,Bartosz Bereszyński,4-4-2,Marco Di Bello,Match Report,,8.0,1.0,23.6,1.0,0,0,2021,Sampdoria
